Borrower Number,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
87,1.1477923216459822,1.5630335715649784,1.4269068856183007,1.859774781100345,1.7535832700507372,1.1892017391517458,1.7035342645811906,1.6095382839856542,1.7060117675951818,1.8926880895206648
88,1.8281803745000178,1.7237430706739434,1.4682088488031426,1.8969351642823447,1.4801311776149668,1.0471684115595732,1.0490411653777407,1.1856744991428951,1.4459879192851433,1.5527556344581153
89,1.0529137816575265,1.627227338723305,1.7510785530875284,1.9929176819453374,1.627917252492145,1.637885200128454,1.331181433752565,1.5361893351068252,1.3108720704044527,1.0905798978433938
90,1.0544705902402987,1.9831846831723268,1.2756153060722513,1.4254124649396807,1.4009181909900024,1.7203999381662562,1.3183249468383464,1.304434046774058,1.0527837501862032,1.2688584397429343
91,1.616130367868029,1.321582988000289,1.7757002286142418,1.1265087126820377,1.8370882555752654,1.5655609840897369,1.556083937295611,1.7427650132433783,1.0299859474203736,1.7681649508539943
92,1.5662948973259612,1.2957919551028159,1.2001915978383044,1.0531208076469558,1.2629697958704837,1.5361847502093822,1.5055552809095967,1.889257122797901,1.369518288338746,1.683443802502559
93,1.0744606826010314,1.4381061131269557,1.942934407702809,1.979259156208243,1.2449381164292683,1.152175084867587,1.7020431722933003,1.1216821107776354,1.0328951717344905,1.5485922658656288
94,1.2647885485659822,1.2208598909780046,1.6080144035671533,1.7966975602216002,1.1915320495803492,1.8306229135960925,1.14540727685806,1.6290757235183921,1.337831496523966,1.9267534513419937
95,1.0492359840344956,1.1832954240604203,1.9601182535530635,1.2457887891472499,1.8340317059357236,1.710996233380571,1.2408091142070372,1.8110078906069247,1.0100752757591867,1.8014811279463725
96,1.2997703294156038,1.5025988132888601,1.5344532425117752,1.9227246695610258,1.9561611631973683,1.5840841977226288,1.186798084170336,1.4288714857036013,1.740870933596272,1.577516062688201
97,1.5475713122390355,1.2607601130280557,1.6267733665797652,1.5763796698334511,1.4128756913254872,1.1863613013059195,1.9010059843990703,1.3579585620433154,1.214966672220247,1.0143989234752362
98,1.6964797282528945,1.1137735721313673,1.7159593538492057,1.8353913052909814,1.2156842704122504,1.267688373752664,1.4915163908292817,1.0079046022639915,1.9044524676617876,1.9001753597455835
99,1.7720494602859937,1.1566018000538278,1.7838007627319596,1.0444041231399268,1.5325012557333602,1.41747099762545,1.24342310525812,1.4369203694331807,1.1279519995082938,1.378802737252224
100,1.2585557943049346,1.9768821565053716,1.0663693292669962,1.8247424430457526,1.3966173620307845,1.7787229838938488,1.4771479104609853,1.0148433125022782,1.0297190024137457,1.6625147524160107
101,1.3626832621577516,1.5414182123943365,1.5128305722589617,1.802863508818561,1.4933542533741333,1.9033726690498032,1.4786078502185296,1.281715426773851,1.4452384689823359,1.5166417101548548
102,1.5492989248494125,1.1722106109150574,1.429666812897758,1.9094624593724987,1.1268899248884692,1.8524627291111129,1.964335900032415,1.3905336753484683,1.8831821621927722,1.9486369056214286
103,1.4552001298243549,1.3338046860600863,1.018991984738646,1.7757225941033887,1.2451391898389188,1.2662380472695793,1.3151389967530336,1.7820534640153878,1.2695983944480087,1.2038481899204436
104,1.003326364004824,1.8600054887270399,1.2286692945912003,1.3746587938784365,1.8183213721056006,1.5264894707145675,1.4989208515164703,1.9776959233237839,1.611209522432779,1.399698647122905
105,1.2677852049438023,1.3537431319109734,1.810456449443877,1.2024503038880177,1.0346025272009358,1.5223703897148857,1.6463628365956038,1.3429348287093865,1.4415485739106577,1.7292477155389925
106,1.0317700197578543,1.2155787106424252,1.1882492662978978,1.9304303218360586,1.9308805788760206,1.2215182026348739,1.7673015533780458,1.0667251422087802,1.2859510072090976,1.6440804109206226
107,1.0288465803405185,1.392333894447606,1.7833429536842038,1.9029226466331504,1.944726881128259,1.6746076814517799,1.8015305631721352,1.3643538706039284,1.143212788417272,1.412589351802107
108,1.4621500092616615,1.4749713314077657,1.9215252314754734,1.3951595820737483,1.943125597123743,1.7345785569449217,1.3993983737881877,1.09071717125141,1.6847906719267156,1.8062444567206377
109,1.0992883980334573,1.5317681855397258,1.334174042335062,1.0056633269727961,1.5144118967637636,1.3024554732494553,1.7654399940995469,1.382773453056941,1.5359983968186999,1.690863300429049
110,1.9673919164753455,1.3135138937747746,1.3971505330155556,1.7633684568925667,1.6639554822134928,1.567967245390363,1.968573211137966,1.2975536335283957,1.6303745110327612,1.2949540399879664
111,1.6336393202578186,1.1633046684061235,1.418784940052599,1.2006383201103992,1.9299757021668973,1.2178598992068066,1.231106149384909,1.7734683801826656,1.7632786779601584,1.7445130792254404
112,1.2544943969084814,1.545400329019834,1.2384703144171785,1.7324182724029997,1.7861269498192036,1.478005984267924,1.5671042661923984,1.1328503063166124,1.0484497809468958,1.8434268630929358
113,1.5438715694373815,1.7086439128309108,1.3338057051450285,1.022929340296658,1.8965856512863564,1.7490193337795352,1.0665617039937807,1.0620272424010957,1.586443826922725,1.921284954765928
114,1.1653621325384576,1.0551229207934392,1.1438661637965475,1.4123981465405406,1.8470107432870662,1.9541409532282632,1.1832967762633673,1.046942509928185,1.4975592311119605,1.5261133081883522
115,1.3395060716946352,1.2435605495510273,1.4218381387180061,1.2583824844627567,1.1411533248400487,1.0880911051457804,1.496645696769375,1.8814931739122365,1.9245241614051678,1.3305485843677531
116,1.8468498525451662,1.5091325959683441,1.685700510559648,1.2170943754349959,1.867231488922544,1.0779335539270947,1.642257752442501,1.5271416628099397,1.5217169553544512,1.936027465689592
117,1.5474608872757778,1.144003505181629,1.6122775129724478,1.322715668154343,1.5912106977043452,1.4345623142914548,1.9837253112289321,1.5545437788858179,1.054403243969583,1.6475560662660436
118,1.6565016195734033,1.8909778846084113,1.5418063930181982,1.8380244803034373,1.4595246938674236,1.8989204256632957,1.4864926776493776,1.8507814040018542,1.3771463684429537,1.558695850804412
119,1.733855274406035,1.7746623957937193,1.5146605872582293,1.899112645694491,1.2781436241047919,1.597086943910654,1.3422757123466718,1.3400224089885189,1.187444609748184,1.6145019260454472
120,1.7247696742564558,1.3434273879198289,1.3721189572147217,1.6248551937628872,1.652070339261618,1.6175799569626963,1.323470635605767,1.535833623845011,1.7044070173608392,1.862252051130182
121,1.6654119889817012,1.5633346194099835,1.7953658806326538,1.4820907917339499,1.7156541719041223,1.3850560244778993,1.6915984546753613,1.9704093280949384,1.057273595286952,1.363672502582554
122,1.8332023650183933,1.0937096973063327,1.757229347059801,1.5246458817850925,1.535622446157769,1.7641118384924654,1.1017487416686946,1.313909649838802,1.5380471656292332,1.7145227334932027
123,1.7282192756795927,1.7900030673359617,1.1171602362782842,1.7801059037750742,1.778958882025825,1.4805293162942563,1.3921926994160088,1.5294044272485046,1.674063319258865,1.7837293622657149
124,1.8255083184541183,1.4805536627959142,1.3654324814422116,1.0101313167021693,1.776707395746349,1.038663801867577,1.8916348978722572,1.9856534570574031,1.9002289278979694,1.5608522648441978
125,1.3309650217745266,1.07287913059854,1.5384025891570046,1.6400707912627723,1.6354380334693026,1.9916604611747069,1.0431317015291834,1.715325285550683,1.5113496056234146,1.6247212112824636
126,1.5305706857414036,1.782214976198444,1.1962976320970817,1.2295438756887367,1.6123213940156487,1.757845428144421,1.6792418435798595,1.1865508506560807,1.7068015197299324,1.8447122683596198
127,1.0404996798338861,1.9090412032042425,1.5278393564669575,1.2582900617355741,1.7535134330694175,1.362431364906719,1.814818644446488,1.712829670811713,1.8528229389659217,1.6903951078891688
128,1.8779832867923232,1.067012892795201,1.7327228010304019,1.4480282681268308,1.2713816251246381,1.4575718186459161,1.357425215198143,1.6835973044809083,1.068215023366005,1.6103746911178702
129,1.662507520664966,1.0239899228936418,1.7532372759163821,1.9167407412589124,1.3676756014743292,1.9593550452611614,1.439945587359463,1.540340122897339,1.4792454863133293,1.941504029219768
130,1.186326730590935,1.8205146611051841,1.7379800247008057,1.408056381017202,1.4445481624096579,1.5855944935928514,1.0694450235875546,1.8643263840304192,1.7024857708062857,1.0382795449700692
131,1.9945313545980845,1.8446225932000941,1.635912304874895,1.9589914531316466,1.0033608573215291,1.2719994592994381,1.338717360935319,1.6570498832784684,1.8721612318689265,1.536499283938995
132,1.1465108922353844,1.3198012699436559,1.3792761491875263,1.2356135862458366,1.1428547945972438,1.3043613023141858,1.7560200520055385,1.1040221877469998,1.1180582173702818,1.9707435693394362
133,1.7216594373363798,1.5295161596530709,1.186651568493815,1.2042649886144448,1.634307549800468,1.148684715921803,1.5524434064609864,1.0975784805555273,1.4015892651820656,1.9534307695260655
134,1.0404878339836694,1.7327804772794435,1.5141785029072325,1.323925566597235,1.5463100922376762,1.328439533616459,1.1444958980148296,1.52670634276474,1.7832411004121496,1.86141153001986
135,1.3486465909121472,1.0707782424579366,1.2100115375889944,1.7267985826406607,1.1724545950945577,1.76541796088908,1.8494558073183707,1.7581948830003191,1.5152553286736912,1.8810306060342588
136,1.0871565155420262,1.0554179080003805,1.7948905906017298,1.943842060864562,1.2944345471889958,1.950468174357423,1.6120775509309881,1.1170040672422643,1.311432888938176,1.3987029551672419
137,1.9514568891253927,1.5084501203734257,1.4327759853473627,1.5715080334114906,1.3025663201127204,1.5553223426423979,1.2242096626593955,1.6404771735149257,1.4894644931023846,1.8831138151100801
138,1.6245395623213934,1.8864237823026877,1.3764757880236376,1.7909315738746652,1.7747388485199531,1.7844180654902484,1.2022344048165254,1.1679779009746243,1.7578843681949765,1.8351571760519532
139,1.9552212210938964,1.5831369838830947,1.3382176881364924,1.5724293967426037,1.5594807194660825,1.2656770023126906,1.6365745466441584,1.3905596232611335,1.8378313215996323,1.3675428202971114
140,1.6403681726447563,1.691914037645129,1.3812534716911915,1.9803905045750776,1.300922229332592,1.9802861483739531,1.8828846101640675,1.5640757317840825,1.4968994645487892,1.6297239903359126
141,1.7491917317924894,1.8560474300610488,1.0772876910241669,1.4273232717661868,1.1256200467067008,1.0811015496467808,1.0920013338988803,1.7015143620964928,1.427588227562357,1.5419262303566161
142,1.780407260556348,1.059640780993461,1.8337057895955664,1.702243902237642,1.1448867022800644,1.5889483593416736,1.0274711540283805,1.3412112233154216,1.2760453097761562,1.9454457179873121
143,1.6044447498461074,1.2241896446784173,1.1389499575822457,1.62630909596453,1.5291405319831504,1.011222966543786,1.9789326917387338,1.0106987962499598,1.3995147434986346,1.7894778124288457
144,1.2551128606932003,1.9057551729410482,1.1255069694134652,1.04720424990931,1.9747931698043013,1.2101845808665108,1.8030873377735088,1.1289707871696608,1.4359685778609919,1.6825756862363406
145,1.6297884813834096,1.5148006521094848,1.6682116200349681,1.9670642967376297,1.0728890738221324,1.430076775940376,1.483706656879796,1.6385637911711144,1.2703991651285573,1.373098716793475
146,1.9818354263403246,1.2133762218065023,1.9541033383768247,1.1351356311041232,1.3394660465200836,1.0432500031293808,1.149172228022592,1.4324350820595977,1.6940075416292792,1.6783915502925746
147,1.796963996870796,1.0736993473186565,1.5649913735050802,1.2029792773131378,1.8282816613431931,1.7055023091804795,1.6278574976494702,1.6921967011335335,1.464517932459886,1.280382918436458
148,1.4187802970360104,1.4378668090049036,1.4817124153248424,1.824884363921972,1.8691570903459929,1.4861306644324328,1.7195099188815872,1.281085979093889,1.1578757412987115,1.5635782993354352
149,1.424854568174288,1.9308474047422637,1.7070502711989897,1.6266390827848212,1.5983430612718705,1.6974875174533706,1.4085144866324524,1.9704960488995709,1.596276584043344,1.0599600339923643
150,1.459386468149963,1.7828985328174873,1.5230010636173157,1.8932589007123384,1.5413254244280319,1.3306271229770332,1.5503479827151168,1.5116874000308944,1.4844445261169388,1.320525881619337
151,1.1860716900909192,1.9588646041972155,1.5012866457861644,1.2313809332080758,1.8686922074959265,1.1639345780669816,1.4449395963366896,1.0502878675555962,1.0336700233027196,1.9309099282614541
152,1.7927021831435916,1.152747137118637,1.1524607331800576,1.7678606255015703,1.0258758485237522,1.639139633366502,1.9911857318502952,1.9380092321684077,1.442157121159394,1.2278878765916046
153,1.0757726397744918,1.9781050203440653,1.7250113151844517,1.1627991744008876,1.8643527603439147,1.0370662353678268,1.4379760061363775,1.330926610021303,1.6928504894838445,1.496064135272054
154,1.5265295602757387,1.642829303395907,1.007129830211761,1.1680177340752085,1.598123042391296,1.5064331181338901,1.3624650158145069,1.2070374490379807,1.0599810664481746,1.8328382080455277
