Borrower Number,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
28,0.6815002680851564,1.201360600280654,0.2446845944086144,0.6082143612065274,0.6797181057089696,1.3377268416957389,0.4031446112370955,0.4265746291890392,0.7112913200859649
29,2.194870511049217,1.4346161132636102,0.34052296285759104,0.19704467146446328,2.499146252396134,3.076552684079538,0.09954603007016467,1.7793841267919204,1.851464856441822
30,0.07052177251664053,1.2854819414267182,2.5826807701863306,0.9909172765800551,1.8953942937035997,2.1436802176083973,0.7852024386989683,0.33289699392250294,4.420387604155869
31,0.6035397344767764,2.96919136478188,0.7112750084905349,2.069969980514433,4.758195347058556,0.6685928335529199,0.3331792090325697,0.8310142379066157,0.5990469851653953
32,0.5988022171252666,0.6847150944523328,1.25222920898379,1.750073393757259,1.1662853827202129,1.0291988801368084,1.352701830534679,4.230017715729251,0.5156575107441657
33,0.18163990313878434,0.048136455156583234,2.096703909226416,2.3477995071373763,1.405726395023775,2.0036023240686407,2.0710494615617865,1.5703281177951416,1.6346465997066133
34,2.3281101566914253,6.959850709988431,0.878814633253245,1.2900514710437792,0.6546651100028071,0.9993970362771825,1.317868772095957,1.2479301429878515,1.6001121894872798
35,0.6227462320751563,3.927887604425,2.0974360214604517,0.40643663906290434,0.43930152356280605,2.5832043853452262,1.256874983471806,1.0345034578346757,1.325628218367225
36,0.02449096757399643,1.8947596953338741,1.5942815891888018,1.0623706383814515,2.7704242435640727,1.289199759889392,0.5492983973207063,1.1117679563536145,3.911276789504709
37,3.8944002428007356,3.307192197098784,0.5979320706438364,2.145145316557847,2.300658764412072,1.3520939921965696,2.4667853189001163,0.8381062738487355,1.997387359026064
38,2.068447642694594,0.33867988588049136,2.412026022033038,4.104538462171086,1.699592263330508,0.10415388214008084,1.010985734991804,0.5829461605261054,0.8959773863965854
39,0.7902851705461919,1.2089369765205646,1.1687393374938009,1.5068933712577084,0.978966024704999,2.8605961937826856,2.5566654280968892,0.06856893402175415,0.6386473601558054
40,0.7199353727890597,2.109323902548476,0.21289586243298386,0.8972190479617107,0.7060181310264906,2.009679023088089,0.6015536679987661,2.5252765309672616,2.734844205100515
41,1.7774264369756327,0.9441807613224645,0.2695990121508689,1.1128393504445977,0.1326731584755464,1.6332256847255995,0.7301844981308899,0.046198344428299974,0.3466105949938301
42,0.12026329501918478,0.36834812126894245,1.1940191809255027,0.5757148700308308,0.044522192691815024,0.02797574383212446,1.5271542889294785,0.6365328204696847,0.7991654467531414
43,1.8479956417057735,3.525708753657142,0.24250433384904035,0.6341882943345822,2.5421812002947473,0.9966529208649514,0.9090063860444915,3.21024581482199,4.360565083744177
44,0.010072745816894784,0.32650338444069293,0.28505089836830394,1.1165662700033303,0.4974697899961333,0.6903924001079434,2.333849075486289,0.44676600600423927,1.1033700201660421
45,0.14595044367204044,0.09757869577728283,0.826791010875979,0.16321790063438876,0.42358119712308295,2.1199183312681287,1.8075596807810672,1.2516011268931566,0.5699662533355779
46,0.7673465889753955,1.356584023278983,0.6877721133847527,0.36886649345538575,1.3770298658424935,1.0587317276641277,3.701350453510208,2.1603505113382435,2.1856580480320584
47,1.5030275906564723,1.9077055110666428,0.4777197016651026,2.3269362940073193,0.0520181615416527,2.586350229447013,0.4840622979043363,0.4437747111081269,0.2368163990600942
48,0.6342783016934652,1.1344473248820277,1.5283875195482772,1.6884666896606861,0.7364201517663527,1.3032687803158887,2.049125001562147,0.27010518466316547,1.8492515076098825
49,3.298673349384792,0.6754368502872525,0.4668087434583329,1.1999947922494247,2.5996259855754325,3.929046269938921,1.1910900846872792,0.3380748933946916,2.020039653536507
50,0.7742745191828734,3.2432041299478245,0.3330785865271973,1.357368986526262,0.3641852089934252,1.1017977391157048,2.0034632455074455,0.6767706479493706,1.3452945175669184
51,1.4670660848300483,2.527754250759236,0.8313561908204599,3.5350406860685544,4.066095001068015,1.8846459424788558,3.4566218140545075,0.8076265548886316,3.3324587597620896
52,1.3418749477025733,1.5461694088678901,2.456259792223525,2.7463361208193224,0.8925885049450724,1.739448576990547,2.2590587623895075,0.06490390170669877,0.24042271081196143
53,0.537546047442937,0.30895761101515834,0.302060246744301,0.6816251228262643,1.1731637948948674,1.4659682434867165,2.1155535063172533,0.1673553063661085,1.319754371070904
54,3.6456127412361665,0.7198634149899272,1.147628881968011,0.4781619841163575,0.8158167193462339,1.319473865093693,0.9705563217918651,0.4286262717448202,3.063445069788696
55,2.143987396287911,0.11986194096527965,1.1547682047156198,0.4646464139721435,0.2891783121733271,1.0973651325415406,0.6403637098756024,1.042286322435244,0.8567886158411856
56,0.6176972034924912,0.5732699630938939,3.942864819142068,2.9050567601732356,0.30406108365336715,4.264491132244209,0.8788293654716318,1.5280207444430085,1.4872763110678855
57,2.1436646019488848,0.9432677715057616,1.425520612498091,1.9252908765714025,2.138958525184727,3.9501340459036034,1.2564357452316592,1.0882059664450199,0.24994982574456145
58,1.2441381648776721,2.3209596312527867,0.06986232022908505,0.1943126825373185,1.3353620848081469,4.004580549634782,0.5516567165068442,0.16203860974646242,0.6358830846980709
59,2.309936179773058,0.43201920311099823,0.83633078845184,2.487100296379867,1.4123889274160468,0.5291139697228442,1.03381044340696,0.3341408710594147,1.5135285111717605
60,1.333801098811039,1.2207204091021582,1.9186120639468296,0.5796183752348794,2.1457650856909063,0.721176572462242,1.064256747162133,1.426606980201083,0.3558815964988997
61,2.794640655613394,1.4661242355922892,0.1780174585544219,0.951054811372015,1.9807792883497288,0.35178943366888477,2.113097210361497,2.6929903922359557,1.7797143538713058
62,0.19918344027976187,3.3317506242829036,4.057197209314666,0.38589569627061865,2.0980981365561515,1.2397303184653494,1.6918893213230348,2.6105086937329958,2.102480308924523
63,4.728105465301515,0.2974082378054393,0.6412720516295114,0.49367249261696133,0.7659127395482702,0.19386789797971,2.3499746359649643,0.12234976086940393,0.2769824381502335
64,1.4946347047507271,0.38635510637825166,2.5621349715577306,0.37856054806804507,0.8902084840693176,0.9422706097645572,2.1243547531563385,0.7150176995134641,1.7717767500113286
65,2.9481830217715257,0.13783838442646423,0.33658594313581336,0.22972720284175024,2.85709373399673,0.8710424594127109,1.199364240574657,1.7728227007458643,0.5559952752795895
66,0.7713635636323838,0.2193271053393187,0.9488646459485832,1.6875010434414168,0.5003881571095845,1.0651108223129016,2.210069217099406,1.0055864004062516,0.5065331398436936
67,0.15724994485796018,1.0820821774162828,0.3003485339375938,2.7620792949257504,1.7488526404154912,0.07880777997778772,1.5026781232866142,0.06782599292345372,0.8457914722831578
68,0.3851738186604519,3.3439442076647374,0.0924036382788936,1.2161035811450442,3.216042539613744,2.0039583029106445,0.7886758925148257,0.10770815083295252,0.04340912536286595
69,1.0456158097745718,1.2895239955505113,0.03255937603720472,0.024429555793478715,2.582322668145864,0.7009605945237868,2.5181693428158862,0.14958996304918376,0.13375256881657233
70,0.8336957466616319,0.9933651611553439,0.5549462819269064,0.5328408867640835,2.268544586316329,1.1911035014991076,1.8052056008738042,2.4254701620427226,1.074943321499732
71,0.5624551546080389,0.20333426702240653,0.5789952247307805,0.9293901628527934,0.3404854789795102,2.767187390380793,0.0747450737265482,2.5194435895546996,2.404441704962655
72,1.775063462800393,0.6431695738328262,1.0347097032034864,0.900253251307554,2.199252182681063,3.0739549852358596,0.4119733945745762,2.8387873522005433,0.8592660246669063
73,6.79897526893516,1.690099221637322,2.549944782705535,1.098519778364876,0.06964132718599922,1.1183854742265797,1.2094356727646625,3.132878961636322,1.0526861677131245
74,0.8813585536712089,2.605566723122252,0.7663647782413419,0.6407877058265393,2.252971539658995,0.8207869017299515,0.3575086820086857,2.2159073018856446,0.6374524551206608
75,1.8586158962797914,2.5868064732442226,1.5286468024654232,0.26846609856566556,2.988838934360372,1.4400208258929807,5.4882115469716934,3.618447954833263,4.114994015588482
76,2.6260936078453745,2.488457015704528,0.4408373899241595,0.6175340807094062,1.7416505906152833,2.435805575549741,1.5687800456861412,0.12851627877732275,1.5674358923238625
77,0.3621088921883426,0.3792112444376998,0.26479673706481466,1.2743844270812774,1.4291734802212548,0.1498242578653262,0.6372567448593484,0.7828433478958796,1.0999871205003384
78,2.561692638125957,3.4959096323667036,1.6949648078420798,1.371906966666732,2.832247326096693,0.26239145711158646,1.181976707554605,0.3152225501173863,0.8745830991579645
79,0.754974273959873,2.678545114017017,0.9816379517933055,0.44229847631538594,0.2387710896207593,0.28649219866917675,2.2444646660193355,0.5995327558981908,0.21319418849506966
80,0.9864884958905753,0.06728511684342181,0.8582094676901703,1.6735385754781862,1.5384921772068276,0.6511468506476715,0.6796007155365352,2.4016440082462345,1.7676247756548855
81,0.077887208651934,0.09149349574575136,2.5066187002007956,0.9593329512170732,1.2437644226875375,1.454821219389226,0.07517246148255738,1.821851267866494,1.0858141180472458
82,2.655832709568267,0.4997186382348216,1.1214934463432649,0.09860567089569452,1.0372756689822795,3.1475256757707823,1.9987876612084134,0.7538891434110874,0.3721169649372919
83,0.5654172730625242,0.8967776680231144,2.2640294246820902,0.6662896514500994,2.3919614610009976,0.24878077843619423,0.08388114663035004,0.6672400427475933,0.5736992676004945
84,1.0100460116083718,0.5986355212307278,3.05023599672356,0.23421277505726346,1.2110571960561507,0.87335544310637,0.9902208101230223,0.46890438482507335,0.8094001777458272
85,2.15416584724511,2.5106457891135925,3.6910220565510983,1.8479399607492815,2.0364360090159956,2.2843117165044524,0.600603187720819,1.2819603117248883,0.5541592551137922
86,1.2586292951090736,2.906695964776876,0.6715488323241724,5.3357651323796755,0.30605392528782527,2.0109725794869777,1.8286844066566397,3.0464684396782022,0.12119363590691068
87,0.4879781564788605,1.765322017096624,2.296858902040357,2.611278079203174,0.6156359567518693,3.263060313092607,1.8914216804001855,2.7023944010831165,0.5473750306849055
88,1.4201213363641318,1.826780831702989,0.9260621225382062,1.053222949220845,1.2230241300799478,1.4732017356944702,0.5594187152074308,1.9510119711408747,0.3327473809032714
89,1.9553948907378342,0.9879581652525743,5.4356731166560595,2.6039582434985094,1.7202633117040964,1.02510670245204,3.1449659114571014,3.699988611354221,0.7203044555055894
90,4.763833353651239,0.2848731066048753,1.9520565790765887,0.1177980520598088,4.938278908952632,0.4874599477257833,0.754691847737384,2.0299555996277467,1.4347972541734932
91,0.981903527534378,1.71064575069338,0.9644934868099672,1.3310853672886744,2.1399803487355613,3.9793827930641004,3.752798932386126,0.9409957685427516,0.7809195563784878
92,0.34337790517029293,0.8949322322198875,0.45253783091599975,0.2500715643285949,0.26254086906389296,1.6733833639942886,2.762757633998855,0.8830248463323674,1.995542499135489
93,0.9952076892477804,5.0424112439976945,0.8823151714856772,1.535696591217098,1.4572524238673377,0.9243641270935807,0.32665249333814134,0.2015572338643856,1.6699998929048605
94,0.40506718321345186,0.05360986179455867,0.13537421790287138,1.148255124405818,0.5480347383308584,0.5579591704764761,1.5439872966766859,0.48478776330870577,2.430372933679502
95,0.8658987613205326,3.54962868970351,1.0823705597547744,1.9120935713154925,0.6243445580863876,0.7770607835639024,0.7160573644771513,1.44180186354026,2.8794916111613786
96,1.371581196465922,0.9260403151304826,0.6669998568293545,0.3438946777586647,3.223517569023057,1.5569911510095036,0.30779461342284675,1.1512037532507526,2.414702363599262
97,0.6921636380640112,0.38791171881546427,3.3748272590512287,2.0471218916057623,0.2836006038727149,5.57299434804464,1.9258151735468167,0.3478596006396268,1.7433885220884573
98,0.08600038339570609,0.14924993934231484,2.895639550237862,0.05474663684988505,1.5539509464810506,0.3899889151891198,0.24093600279487667,0.9471484628111863,5.256871720438628
99,0.6041297573297961,0.447361144654795,0.3390171750208612,3.014071835078554,1.3214123433087628,0.05888172613133686,1.2072903292765802,1.4744169378131688,1.063600729453885
100,3.308730358257894,0.6891489057387624,2.2617166629675083,2.378426111619969,3.1233858469575693,1.2448155082884393,1.5737734286592349,0.04774851525119674,4.536749879988624
101,1.31712272580695,4.497229910992541,2.2409391777067817,1.6341540168541295,1.259092183174368,1.0742507038803624,0.499647038586859,1.381384649718352,1.9734029270978721
102,1.264200799626246,0.7833702904182464,0.42047351002425115,0.04150710141742798,1.052519007752556,4.0323163314784845,1.006185780371004,2.2709839681306936,2.0875816872874284
103,2.7472900172213666,1.3338743934734303,0.4583992491273677,0.11751024230474606,2.86741709529369,1.3564439867066753,2.756028839244115,0.9840848571673123,0.6421670534169545
104,1.7656902868692383,0.5483845648566724,4.0910058917776,1.571623688137624,0.2096178705691377,3.2044633555285116,0.03412403367738293,2.5479342922303005,0.6255498970753423
105,1.934165251303114,2.221908953487077,3.2721166075258212,2.160372181151023,0.4287488336897399,1.6566899892665277,1.2195489396657637,0.2276052630199131,3.9037581492591586
106,0.79279212464993,0.1972726709584131,2.6614489716393908,4.136358223042014,1.2891834966593376,0.32290332820465023,1.2162137429475461,1.5729553917664485,4.079924367857864
107,4.114869930457399,1.5499508760772345,2.0085823668161558,1.4392660648972018,1.8015783551617512,0.7518878998845657,0.204041750837363,1.5791655978509889,0.4425924448201052
108,0.26573107931803824,2.1094420625680437,1.5794078891683756,3.9913659633964773,0.9501646955163093,1.8308142876120392,2.0814316619278848,1.0828820848976888,1.3616650282560596
109,1.7399983722290422,0.13140379876588876,0.50709317634128,0.4119422238419926,0.6266292264814484,1.013835950953513,0.0915132296916278,4.246833399637558,3.6254990590097713
110,0.9913296139630591,2.8752336015696462,1.8456488763163155,2.1843391878678267,1.4771012642476609,0.39229279611088297,0.7107476284288107,2.4053483892612593,1.2587414443216818
111,1.4505908961927918,1.836501448024531,2.6283902019460643,4.48731121955872,0.5603637197314163,3.8933803765231714,0.7371343624532424,1.0236748502834403,1.6366112252680107
112,1.034151381113839,0.5690420266304789,3.2216872270388928,1.6799482558844547,1.8879032094612282,1.7446212267704095,0.25058195111244247,1.3409663234006033,1.5255516519160242
113,0.6845668043811644,0.8203895875654575,0.3005945622134495,0.76832217512961,3.4946124122130127,0.2345489291534401,2.8374129992846706,0.7070469356545155,1.4789164381554702
114,1.9031662957107125,0.7451381787209795,1.4240667512526144,3.3501766480290605,0.08198588688054759,1.0114510267366676,1.4530031884161905,1.1986310812414023,1.6535914838174335
115,0.8458820739095758,1.5220616728092224,1.067113162853368,0.18544596640946653,1.63755482653499,1.0572912722285046,2.176184143061982,0.7941719819350629,1.5264760080167816
116,1.9434927952352836,1.174031697908486,0.4692835093670949,2.8327891559469993,0.7426531093638464,2.923683581623843,1.1775457234873228,1.6234223437075506,1.4134223816201792
117,2.5943739128214136,0.18582927210287087,0.8721397615141253,0.23842877947344757,3.4514651982883766,2.5181873646728636,1.9508793496264494,0.5337442344822351,1.4771213427956422
118,2.2733415220958544,2.2904521298843,2.1258977134076207,1.0714657637863845,4.7563782125315806,0.015216664468083958,3.652072551125599,0.19428902824234426,0.43022670148379005
119,1.9512110508535205,0.42330009540519586,0.18146889103454314,1.5452018357353516,1.0172808781376246,1.7437484491391269,1.5782410860943075,2.169764958924372,3.600748613483572
120,0.31808422150607923,0.5338262520912763,0.3987121737848197,2.4965267349631395,1.2174257200820886,0.3809025553783276,1.9509159005659837,2.379853230703272,0.3076660145837252
121,0.03500006375571759,3.0028439900966077,1.2742076123942547,0.29153095793674777,0.1910778286504844,0.671078546380136,4.727176622006982,0.14213536745918443,1.7330214543958504
122,2.30911928870445,0.23945321246509893,3.7525178196671862,0.35258439056476243,5.629257020641584,2.646288356506756,1.66878285369743,0.9000036204987095,0.7282336924123175
123,1.0951882125605807,0.5422238714895642,0.5312712016729095,0.7086124123003741,2.9792990668734727,1.0106199849281363,0.36308902120115333,1.3615122424229928,5.1379583586516935
124,1.0188079741627076,1.6364653721324978,0.7261359526557605,1.3925329314794503,1.656648757086476,0.37024953481274137,3.863134211227002,0.831004847320256,0.5395068308827029
125,0.8177932243285491,1.366789907446906,3.532887255755115,2.2241831599400803,1.4344048076656832,0.5800189218507196,0.10203869347188693,2.185913471783821,1.375636038132112
126,0.6340948979756585,2.337524868822762,1.5793675830750549,0.3927573634296332,0.58131302941486,0.6401383611814507,2.921382182436369,2.1120678740134817,1.5996310984212336
127,1.1890894563499796,0.3630723480628572,0.434654874821614,1.0265090159119798,0.04731439570042555,4.473296978352525,2.0014401724936253,1.2819112941579625,2.926240449087593
128,0.5991723746369704,0.5181467742395596,3.4139568662129745,1.7013063132273762,1.25832936469967,1.8135254756491537,0.6267986682701745,0.33392493770928483,0.33202596466210227
129,0.1806559163974394,2.263770939069024,2.971433151468711,0.4175654043254849,3.8645644705930033,0.38118210362148347,0.817653136531443,2.0640630897775605,0.9553083678566991
130,0.2871562302720699,3.6611386444204954,0.5705289936583636,0.4497287581089653,1.1163285790855495,0.41635624543736643,2.388300215166946,1.135152454913641,0.9693391494192197
131,2.5688174632086334,3.058536590363026,0.11790544546388254,0.8213161539322815,3.5692009512794654,1.1028089456004273,0.2800790711581385,0.8255365708691311,0.6196618098318676
132,0.27624714366190145,1.9166620447717808,1.1572229920618677,0.17366304693075904,0.46040336513579205,1.9698933001681864,2.371958049693751,0.28161742497328496,1.3169320796369264
133,0.8360185794928608,1.9340817382676312,0.7347610985242768,0.032059166354818536,0.32580668625297105,2.9506765362593352,2.4645200038814847,3.9321646286979925,0.38706187303387507
134,0.29963521381579167,0.34626558706286664,1.0691605014939156,1.3085114027574267,1.2619961702532956,1.9830825071448464,0.3437871780130221,0.5103256623810685,0.4374723791968727
135,0.8931303258575415,1.9760911352733308,1.5250036740761685,2.1132578510304723,2.426847799836335,3.4750449283250417,0.5493415026060027,0.9119886874152361,2.537829149882933
136,0.30517687399347715,4.151174406178131,2.00881398618095,0.7039400137241729,0.36535097229886493,5.243360017000729,1.9870457797798393,0.9271212792738726,0.37683046462188624
137,0.501162916092243,0.8511649743830162,3.232839993781839,0.38008819289652973,0.27831743723497376,1.2774848998140655,2.1564356841454697,0.5706463876362022,0.14370907260850802
138,2.5029871222192774,1.4001109482791267,4.395149108391444,2.2806131651046195,1.6037694956342115,0.3158384018652626,2.726508710869579,0.3951201894835009,4.034026438571589
139,2.277354274272785,2.1388005738498603,3.909780248008268,0.7870231053554797,0.8918103726342175,0.9910413165836377,1.8564590045399647,3.109103102486137,0.2902965951510037
140,0.5161565094574144,0.14576997973836606,2.9927168421019386,1.312532808850235,1.1210414454617141,1.6616418981640055,0.6788929766185117,0.7021268420591081,1.3342889376756994
141,1.1191768084930156,2.362081081004439,1.0202482523764778,0.5257015359800793,0.22828821147419995,0.9323880656022532,2.6040803028131396,1.106319154742114,1.204387086574247
142,1.1870979928316736,0.5984313684105692,0.3316333960830768,2.3480797911601794,2.3156612250887454,0.26870942594688463,0.7762149838436323,0.7085234783154926,0.6361872066054574
143,0.6763197005520267,0.5609749293543863,0.4679413837426887,0.03608630052812769,1.1683887690585804,0.11970633175511036,0.8831039399545771,0.3042048340033854,0.30151424972736024
144,1.7251697926552916,0.6585809291321754,0.07923754946045336,5.004841469791702,0.8529967387415436,5.674532178181163,1.3096393875604233,0.9387801398128051,1.6366039558414827
145,0.848895542067658,4.56107044091022,1.2129699197544561,1.202323731792195,0.3639053335201253,0.6737803569859582,1.097483123242104,0.22946229793633935,0.6286953886829016
146,1.2619517336684218,0.4350084066393209,0.14068004613789378,1.8187211097280227,0.31970984937237246,2.1663081535099593,0.30622525672278383,0.4372709062282573,1.6628463032926688
147,0.9107397776115274,0.6807606084046227,0.284388619513151,1.7532240118406035,1.3461548013599296,4.807256254882039,2.393236585442126,0.21849280811652658,0.6568024956926227
148,0.09275955291251668,2.465972929981381,0.34045059744887807,0.2233263705269474,0.2090094138366378,0.8437698717655263,2.414033676899862,0.3288245720669396,0.052699754923984786
149,0.7018826470390643,1.3740397245636875,2.8276465040278946,0.46985453159566726,2.67620566896008,0.8252012421063699,1.0152266240605115,0.36826109060215845,0.4120107860428262
150,3.3223419643177077,0.5445798196803648,1.2529809813600463,2.1696552039185657,1.2177520230083503,0.18076511638797638,0.8782666318615353,3.766502801739301,3.285096517573358
151,2.0629910349231997,2.3172212502292764,1.2765082034040334,2.727259723236251,0.3602741768711817,0.19198471478695422,0.76572228139976,0.17300107187762065,2.268584675518319
152,2.0862530471046767,0.9887396465632157,2.8096401612156217,0.17930182594246097,3.3646646651398355,0.32622385060810277,2.8454407932879318,0.8409163099781612,0.9217979126044038
153,0.3727780739501435,3.083457350310986,0.956359163504558,0.32158945571721304,0.5605412264094086,1.9189786029386608,1.512937404327236,2.1298181674424956,1.0788307325095918
154,1.2373607926718293,1.9432804015198006,2.9021490876519334,0.06657690277151027,0.206324780159566,1.2903525439777412,1.7150583899638785,0.7517870046209004,0.9043366699068198
155,2.1886802727588197,1.2072137837494918,0.5809794901907254,0.9990435189396237,1.8701596579301212,1.2838253711944496,0.8758222323705048,0.4187675974682269,1.0388086364375826
156,1.5725126138555159,0.8610978461893707,2.9922383946192106,0.5700498189902695,1.3528723754881025,0.8322556907758047,0.3116746608587814,2.4415976333918845,1.7782257892008102
157,4.963527982948556,0.7840957767106147,2.1341643392824174,3.4612637840937968,2.9435895308926248,0.13531555135476814,1.847648324997927,1.7770625713289967,3.9568083370555818
158,0.6848749740373111,1.3605729708357521,0.24444563367872943,1.3816549379130623,0.20934712400167585,2.4317578290173807,1.297708460133626,0.5150347596385275,0.6991150346832252
159,0.18877016332347565,2.4894074139637006,3.365659247320546,0.8281149179974456,0.6899036336370589,2.875890925811756,0.05887457207197741,2.406645216693134,3.0939398729321006
160,1.5910145626680534,1.482714111446689,0.816051422804164,0.867766427891063,2.3452746672908082,0.344510012137438,0.43231897417233645,0.44131151305402894,0.7657345050046264
161,0.06930862087779958,0.1920814062900372,1.139927970368541,0.34217098659710526,0.6143889292434703,0.6027168573031207,2.291600029816585,2.315900651383604,0.24252069655089514
162,1.8167276275969129,1.9752179125200606,0.8797097089567609,1.4342523537439196,2.0094062875127663,1.729808615138236,0.6713008324760367,1.3602057100210803,2.9092563685222017
163,1.5773196233931412,1.3920748125944675,3.2996290245958506,2.8874805885559685,1.0421051690838388,0.6701973162376128,0.33249170952989654,1.9357361129348316,0.9078275194177369
164,1.7402868424054794,0.4118672313188014,1.1536025467206568,4.03461420801885,0.6300869192166728,0.7604896900795158,0.20392593806277243,1.2896049643946361,2.739833800118421
165,2.1735950521027125,1.9985389343178346,1.3169794809882405,1.444115137454928,0.49472054703730156,1.0706610140009298,1.1297938712399316,0.14212510349687849,0.8087512104174602
166,1.5004151815352673,0.6646454305917465,0.35969805725697673,2.8787970105394014,1.4950360928443471,0.5141553852163794,0.24905572000165738,2.282899326218962,0.8856126439546583
167,1.2850472313219687,1.216560326702062,2.7993405320696367,0.2005775623697186,0.08788587989185928,1.4988217892244562,3.0765193013170364,1.425927490771397,0.5653444147050561
168,1.4170347324710149,1.372114111205338,1.5891516807375439,3.3455834503117825,0.9738277645878042,1.7191652374650408,0.059564829163637804,2.055955903226629,1.0543528092244414
169,2.164498204088241,0.8469166370457658,0.18136693737800308,2.5082915682615323,0.39004066573413565,1.805453020991282,2.1505783297074976,0.2025427416289413,0.6894577447840002
170,0.7817941402319477,0.7919276699013211,3.247495583917947,0.405870079895411,0.2188969534591695,2.0505082391622333,3.907672947557369,1.2929720182068714,0.31187459927425076
171,0.6653814141174195,0.4335033207377852,2.1692366209571454,2.084877735911332,2.072597185552406,0.5276284642987797,1.560097964737605,0.22517426078813035,1.801120729285078
